Date,Nicosia - Traffic Station,Limassol - Traffic Station,Larnaka - Traffic Station,Paralimni - Traffic Station,Zygi - Industrial Station,EMEP - Agia Marina Xyliatou - Background Station,Pafos - Traffic Station
03/04/2021,27.4,28.4,28.0,28.6,21.5,15.4,25.9
04/04/2021,21.4,21.5,25.3,24.6,19.7,12.9,24.7
05/04/2021,28.5,32.6,29.6,26.5,18.2,17.0,26.4
06/04/2021,38.4,62.5,49.2,32.0,33.9,36.6,36.0
07/04/2021,63.7,59.6,56.1,58.1,45.9,40.9,48.8
08/04/2021,31.5,43.9,33.1,41.7,31.5,17.6,33.2
09/04/2021,32.0,30.7,33.6,39.6,30.5,15.4,28.8
10/04/2021,16.5,16.3,13.8,18.0,14.5,8.0,26.1
11/04/2021,19.7,16.4,14.0,13.4,13.4,9.8,20.5
12/04/2021,26.6,22.0,19.9,20.5,10.5,N/A,16.3
13/04/2021,22.5,17.2,14.1,22.0,10.3,6.7,14.1
14/04/2021,27.8,20.1,21.8,22.9,12.4,9.8,15.1
15/04/2021,30.4,24.6,23.0,25.9,16.0,N/A,24.1
16/04/2021,34.6,34.0,37.2,30.3,22.6,N/A,23.0
17/04/2021,32.8,39.4,43.4,34.8,30.8,22.0,39.2
18/04/2021,41.9,45.9,46.4,42.9,N/A,35.0,37.7
19/04/2021,63.1,76.3,66.6,57.5,N/A,58.6,64.5
20/04/2021,49.6,70.2,67.9,63.8,58.3,46.0,46.1
21/04/2021,21.6,31.2,25.4,N/A,26.4,13.9,21.6
22/04/2021,21.9,29.9,24.4,29.8,19.9,16.2,18.6
23/04/2021,25.8,32.9,30.9,35.3,21.8,17.2,22.7
24/04/2021,26.8,30.7,36.3,35.1,27.8,15.6,19.5
25/04/2021,27.0,27.5,27.5,29.0,22.5,15.9,21.4
26/04/2021,28.8,40.8,50.5,52.2,41.9,21.4,35.2
27/04/2021,40.2,45.4,43.8,N/A,35.3,28.2,42.9
28/04/2021,37.2,40.2,38.4,38.0,28.1,22.9,27.2
29/04/2021,32.6,35.4,29.5,31.9,28.5,17.4,24.8
30/04/2021,29.5,33.4,37.5,32.7,27.9,23.6,15.0
01/05/2021,31.3,33.1,29.7,30.1,28.0,27.0,27.2
02/05/2021,35.3,40.8,34.2,34.5,31.9,31.4,35.7
03/05/2021,43.2,43.0,37.2,35.0,36.4,41.4,39.5
04/05/2021,53.3,49.5,45.0,42.8,48.0,50.9,42.3
05/05/2021,52.8,53.0,49.4,48.7,45.9,43.2,43.4
06/05/2021,41.2,42.2,47.0,39.5,46.6,25.9,33.4
07/05/2021,32.9,37.3,34.9,32.3,34.5,19.1,36.5
08/05/2021,33.9,30.6,33.0,33.2,28.8,21.6,26.1
09/05/2021,36.4,29.4,29.9,27.1,25.7,27.4,32.3
10/05/2021,34.5,39.1,42.5,32.1,30.5,22.3,32.4
11/05/2021,37.1,34.3,30.3,33.5,25.3,19.4,26.2
12/05/2021,N/A,37.2,34.3,30.7,26.8,20.0,27.0
13/05/2021,N/A,37.6,36.4,39.0,30.3,23.3,28.8
14/05/2021,N/A,34.0,30.2,31.2,29.9,17.7,18.8
15/05/2021,N/A,29.8,25.0,26.5,26.5,18.7,17.3
16/05/2021,N/A,20.6,26.2,23.4,22.0,10.8,8.3
17/05/2021,N/A,27.7,25.3,25.6,N/A,12.3,18.0
18/05/2021,N/A,26.4,26.0,27.7,23.3,17.6,20.0
19/05/2021,24.6,28.1,20.9,23.2,24.8,15.1,18.5
20/05/2021,21.8,29.0,27.3,29.4,22.2,15.5,21.3
21/05/2021,20.0,34.9,29.6,28.3,30.6,16.0,18.0
22/05/2021,26.3,35.0,36.3,36.5,31.2,16.7,50.5
23/05/2021,18.1,21.0,25.6,26.7,21.1,14.4,27.0
24/05/2021,22.3,25.6,46.7,30.8,26.4,13.0,25.7
25/05/2021,23.5,34.7,28.8,29.6,25.8,19.5,26.0
26/05/2021,26.5,30.5,30.5,33.8,29.0,15.6,23.7
27/05/2021,34.9,34.8,38.8,42.0,29.4,27.2,28.3
28/05/2021,37.7,36.7,43.9,49.6,35.6,40.5,30.1
29/05/2021,32.4,35.1,41.7,40.4,38.6,29.2,31.0
30/05/2021,33.5,36.9,35.3,34.1,35.0,23.1,24.7
31/05/2021,32.0,32.6,30.7,27.2,33.6,26.1,26.8
01/06/2021,28.6,26.1,46.1,36.5,34.6,18.8,22.8
02/06/2021,22.7,34.2,29.0,34.5,30.0,16.4,29.8
03/06/2021,27.1,30.9,26.8,30.0,24.0,17.5,23.2
04/06/2021,25.5,N/A,28.6,33.6,25.4,16.9,21.8
05/06/2021,20.1,25.3,25.6,27.7,22.6,16.8,17.0
06/06/2021,21.0,25.2,24.7,26.0,25.5,14.2,18.8
07/06/2021,24.9,35.5,27.3,32.0,24.7,16.6,20.4
08/06/2021,30.7,39.9,33.3,37.3,26.9,21.6,N/A
09/06/2021,33.0,32.0,40.5,36.4,32.3,23.7,22.5
10/06/2021,31.0,35.2,38.3,41.8,37.8,26.8,21.2
11/06/2021,27.7,31.7,38.8,39.2,34.9,24.5,21.4
12/06/2021,21.3,26.8,26.2,29.1,31.7,17.5,17.6
13/06/2021,26.6,29.7,28.3,N/A,30.0,25.5,23.8
14/06/2021,28.0,32.8,34.1,40.5,35.0,21.6,23.6
15/06/2021,21.5,24.7,28.1,33.0,24.9,N/A,N/A
16/06/2021,27.1,22.9,38.8,39.3,35.4,43.1,N/A
17/06/2021,20.3,29.5,23.6,27.6,29.0,32.4,24.5
18/06/2021,22.1,31.5,24.9,30.0,26.9,16.6,17.5
19/06/2021,21.5,29.0,28.2,28.9,25.7,17.7,22.1
20/06/2021,24.8,25.0,28.2,26.6,25.7,18.6,18.3
21/06/2021,21.9,20.6,24.1,23.2,24.0,17.2,19.2
22/06/2021,22.6,27.6,27.4,26.1,26.1,18.2,20.3
23/06/2021,25.0,30.2,25.6,31.7,27.1,17.2,18.1
24/06/2021,25.1,30.6,24.8,28.8,26.4,17.6,25.2
25/06/2021,33.3,36.6,34.8,33.9,38.0,23.3,32.4
26/06/2021,22.6,37.2,34.7,34.0,34.6,18.3,23.3
27/06/2021,28.0,35.9,N/A,30.5,36.6,24.7,34.1
28/06/2021,31.1,44.0,N/A,37.0,38.1,22.7,34.2
29/06/2021,31.5,44.3,N/A,34.0,38.4,25.0,38.1
30/06/2021,34.1,36.6,N/A,37.1,33.1,24.1,31.9
01/07/2021,28.4,39.4,N/A,35.4,35.3,18.6,29.6
02/07/2021,38.5,46.3,38.9,38.5,35.6,25.5,36.3
03/07/2021,47.1,54.8,52.7,54.9,73.8,41.6,42.9
04/07/2021,34.8,41.9,42.9,41.2,50.2,58.7,47.2
05/07/2021,31.2,37.3,33.4,34.3,32.4,20.6,N/A
06/07/2021,29.7,33.7,33.6,32.9,31.6,20.1,20.4
07/07/2021,30.5,34.5,33.5,N/A,31.8,23.2,33.6
08/07/2021,29.5,36.7,33.9,33.2,30.3,20.7,33.5
09/07/2021,25.6,35.8,30.1,30.6,30.7,N/A,N/A
10/07/2021,25.0,33.9,30.8,29.8,37.5,N/A,N/A
11/07/2021,25.3,31.6,33.0,30.9,35.2,N/A,32.7
12/07/2021,28.2,42.8,36.2,36.5,37.0,N/A,36.7
13/07/2021,28.8,40.3,37.2,33.8,44.8,N/A,41.5
14/07/2021,36.1,47.1,45.3,41.9,44.0,N/A,39.9
15/07/2021,30.9,45.7,41.2,40.9,57.3,N/A,N/A
16/07/2021,32.8,40.3,37.0,34.4,41.9,N/A,37.7
17/07/2021,35.9,41.6,40.8,41.0,40.1,N/A,36.6
18/07/2021,34.9,39.7,39.7,34.3,38.5,N/A,34.8
19/07/2021,28.6,38.8,31.4,33.4,36.0,18.7,33.9
20/07/2021,21.6,33.4,23.9,24.9,34.0,16.7,27.1
21/07/2021,26.5,30.5,25.9,26.6,34.2,N/A,N/A
22/07/2021,32.6,31.6,29.8,31.7,37.3,25.3,30.6
23/07/2021,39.4,41.0,36.8,35.7,42.5,35.0,40.7
24/07/2021,38.3,49.8,41.3,38.6,39.3,27.5,35.2
25/07/2021,28.7,33.1,29.7,31.4,33.7,25.8,32.1
26/07/2021,29.0,37.9,29.8,32.0,29.7,20.6,32.0
27/07/2021,27.2,34.4,N/A,30.4,26.2,20.7,29.8
28/07/2021,34.6,40.8,N/A,30.2,44.5,23.4,45.1
29/07/2021,41.0,45.0,N/A,42.9,43.7,29.4,38.6
30/07/2021,35.2,44.7,43.0,37.7,38.1,39.4,40.2
31/07/2021,34.9,36.7,38.4,35.3,34.8,32.3,38.4
01/08/2021,29.2,31.1,36.9,33.2,33.7,24.8,32.9
02/08/2021,31.4,40.7,35.8,32.3,36.2,26.3,32.9
03/08/2021,27.7,36.2,37.0,31.8,33.7,24.0,38.8
04/08/2021,33.2,38.5,41.5,38.4,34.8,25.3,34.8
05/08/2021,42.5,42.3,43.1,38.3,40.5,34.4,40.0
06/08/2021,54.1,52.0,62.5,53.8,55.0,44.1,45.3
07/08/2021,61.1,53.8,63.6,61.6,55.8,55.1,54.1
08/08/2021,32.9,42.0,38.9,41.2,44.0,34.1,50.0
09/08/2021,24.1,31.9,26.9,27.6,27.7,N/A,24.9
10/08/2021,21.8,31.6,22.3,25.8,28.0,15.6,24.0
11/08/2021,22.7,27.3,23.3,22.3,28.2,22.4,31.4
12/08/2021,32.8,24.1,25.8,25.6,25.2,15.4,27.0
13/08/2021,22.7,23.7,22.1,23.0,27.1,15.0,26.6
14/08/2021,20.7,22.7,20.7,24.2,23.5,13.6,20.7
15/08/2021,18.3,27.7,19.5,22.0,25.0,14.3,20.2
16/08/2021,19.9,32.2,19.6,22.6,25.4,14.5,23.1
17/08/2021,28.1,36.0,26.3,29.1,38.6,24.1,31.9
18/08/2021,N/A,30.6,36.6,35.1,36.3,20.9,26.4
19/08/2021,N/A,28.3,31.5,30.8,28.2,22.8,27.8
20/08/2021,40.5,36.7,37.8,36.6,39.9,27.1,37.5
21/08/2021,33.5,34.3,34.9,35.2,41.5,25.4,32.7
22/08/2021,28.8,31.3,30.8,30.5,36.1,23.9,31.5
23/08/2021,37.9,34.9,34.1,31.3,34.7,22.9,32.6
24/08/2021,37.6,33.7,34.7,37.1,35.2,22.2,35.5
25/08/2021,37.6,34.7,38.7,39.6,32.2,19.5,36.4
26/08/2021,40.9,38.2,38.7,39.1,37.1,27.2,36.7
27/08/2021,29.9,30.1,33.6,32.6,34.5,16.2,21.5
28/08/2021,24.9,25.4,24.5,25.6,24.1,18.2,25.5
29/08/2021,37.9,34.1,32.1,32.5,33.0,30.6,40.0
30/08/2021,35.3,29.9,33.6,34.7,35.2,26.0,25.5
31/08/2021,32.9,25.2,28.3,28.5,21.0,23.0,26.3
01/09/2021,33.9,29.8,30.8,32.1,28.6,25.3,28.2
02/09/2021,33.1,32.7,37.8,38.4,28.9,31.2,35.8
03/09/2021,41.7,34.5,37.2,35.7,30.7,N/A,37.4
04/09/2021,27.9,24.5,27.4,24.9,20.8,N/A,30.5
05/09/2021,28.0,23.4,29.5,26.2,25.6,N/A,24.8
06/09/2021,32.8,24.7,31.8,33.0,21.7,N/A,30.5
07/09/2021,35.9,30.0,30.1,31.9,28.1,N/A,27.8
08/09/2021,33.8,30.6,31.6,32.6,25.5,N/A,29.0
09/09/2021,36.2,29.8,32.0,32.5,28.3,N/A,27.2
10/09/2021,36.2,36.9,37.2,35.6,53.3,N/A,32.0
11/09/2021,31.1,32.3,30.1,32.6,32.0,N/A,37.3
12/09/2021,29.9,24.7,32.5,31.8,26.6,N/A,34.0
13/09/2021,33.5,21.8,30.5,29.0,20.2,N/A,N/A
14/09/2021,31.0,31.6,27.3,29.5,21.1,22.3,24.1
15/09/2021,33.4,27.1,34.2,32.3,22.4,17.6,29.1
16/09/2021,33.1,28.7,33.0,32.1,23.0,14.4,21.1
17/09/2021,29.7,18.8,20.9,17.4,13.6,8.3,17.1
18/09/2021,21.8,19.8,16.1,16.5,16.0,9.6,19.6
19/09/2021,29.5,22.9,23.2,19.9,21.0,24.0,23.2
20/09/2021,47.4,41.3,42.1,38.5,37.4,35.5,42.6
21/09/2021,54.7,48.9,44.8,46.0,43.5,47.7,49.5
22/09/2021,45.5,47.5,45.9,N/A,48.0,27.6,47.1
23/09/2021,39.7,38.0,42.0,50.3,60.3,16.7,50.9
24/09/2021,24.9,24.4,24.2,N/A,19.0,14.1,24.5
25/09/2021,24.8,18.3,16.2,N/A,19.2,9.3,16.8
26/09/2021,23.5,21.1,22.7,23.0,18.7,14.8,16.6
27/09/2021,25.4,30.7,26.5,27.3,23.1,14.4,25.7
28/09/2021,35.6,29.1,34.2,37.9,23.4,20.1,32.8
29/09/2021,40.3,39.2,42.5,42.0,32.6,24.4,36.6
30/09/2021,39.7,41.0,41.3,43.1,38.0,28.5,39.0
01/10/2021,41.2,39.8,38.0,39.3,36.9,30.3,37.8
02/10/2021,33.2,30.8,32.3,36.0,30.6,19.1,30.6
03/10/2021,25.1,32.7,25.4,29.1,29.8,18.8,27.0
04/10/2021,34.3,33.6,29.6,29.8,23.4,19.9,35.7
05/10/2021,31.7,29.7,28.2,27.8,20.6,N/A,30.2
06/10/2021,34.6,32.1,41.3,30.4,N/A,21.1,28.5
07/10/2021,N/A,N/A,31.0,26.3,N/A,17.6,28.5
08/10/2021,N/A,N/A,34.9,30.2,24.1,17.0,30.7
09/10/2021,N/A,33.1,26.7,28.8,26.6,20.4,28.5
10/10/2021,N/A,28.2,26.6,25.1,26.8,19.2,22.3
11/10/2021,N/A,32.9,30.3,32.1,24.2,20.9,28.7
12/10/2021,41.7,37.8,N/A,31.9,28.2,24.7,33.8
13/10/2021,31.0,35.9,N/A,29.9,32.6,18.9,28.0
14/10/2021,28.7,27.1,20.7,23.8,N/A,13.5,19.9
15/10/2021,22.2,17.9,21.2,22.3,N/A,11.7,21.4
16/10/2021,59.9,44.5,34.6,26.9,29.6,62.9,55.1
17/10/2021,50.2,N/A,70.3,66.6,67.0,45.6,36.8
18/10/2021,24.8,N/A,23.8,21.0,18.5,9.5,22.1
19/10/2021,21.7,N/A,18.4,23.4,18.6,N/A,25.0
20/10/2021,29.4,N/A,23.8,28.2,21.9,13.6,30.5
21/10/2021,33.9,N/A,27.0,29.4,21.4,N/A,31.0
22/10/2021,26.4,24.2,25.0,26.5,19.4,N/A,33.5
23/10/2021,21.5,18.7,20.8,20.2,16.7,10.8,20.7
24/10/2021,21.6,14.3,19.1,18.2,16.1,12.1,15.0
25/10/2021,43.5,21.7,23.3,26.5,17.0,22.3,26.7
26/10/2021,42.7,27.3,36.1,40.1,N/A,23.3,35.0
27/10/2021,43.4,27.9,36.9,42.0,N/A,22.3,33.1
28/10/2021,N/A,34.3,31.5,29.5,N/A,27.9,46.5
29/10/2021,57.3,N/A,39.7,32.6,26.4,24.3,38.8
30/10/2021,47.6,N/A,41.8,40.3,31.5,31.4,35.8
31/10/2021,46.0,N/A,47.1,43.3,34.3,29.4,40.1
01/11/2021,56.2,N/A,54.3,54.6,40.2,46.1,48.1
02/11/2021,27.6,N/A,28.2,22.1,N/A,13.0,24.7
03/11/2021,30.6,N/A,23.2,21.7,N/A,12.5,21.5
04/11/2021,32.3,21.4,27.7,25.0,N/A,10.2,28.9
05/11/2021,45.6,20.2,33.1,30.2,N/A,14.3,28.4
06/11/2021,53.7,32.2,39.6,31.6,N/A,18.7,30.8
07/11/2021,38.0,24.2,31.5,20.5,N/A,16.5,27.1
08/11/2021,58.5,33.5,39.6,24.8,N/A,19.9,34.6
09/11/2021,55.6,40.6,42.7,36.4,N/A,22.0,41.9
10/11/2021,65.6,51.8,72.8,45.9,N/A,29.3,50.7
11/11/2021,36.1,29.0,27.3,17.0,N/A,19.5,25.4
12/11/2021,56.4,38.2,32.9,18.1,N/A,27.7,28.0
13/11/2021,72.7,52.1,50.9,40.6,N/A,N/A,50.4
14/11/2021,69.6,53.6,59.8,47.4,N/A,51.7,71.1
15/11/2021,80.3,66.8,75.4,61.1,N/A,49.5,77.3
16/11/2021,69.8,N/A,64.7,67.4,N/A,52.4,76.6
17/11/2021,76.8,N/A,64.0,54.1,N/A,49.9,64.9
18/11/2021,73.8,N/A,73.2,63.8,N/A,53.1,54.8
19/11/2021,49.8,N/A,48.5,44.6,N/A,N/A,39.5
20/11/2021,41.0,N/A,32.9,N/A,22.0,N/A,27.4
21/11/2021,28.0,N/A,17.7,N/A,N/A,15.0,17.6
22/11/2021,36.8,N/A,34.3,N/A,N/A,15.6,24.0
23/11/2021,42.8,37.8,45.3,39.5,25.1,15.3,21.8
24/11/2021,35.0,25.6,26.7,N/A,19.4,11.0,21.0
25/11/2021,32.4,22.8,25.6,N/A,13.2,7.1,26.6
26/11/2021,38.0,26.0,26.3,N/A,14.2,11.6,38.0
27/11/2021,29.4,N/A,28.2,26.4,11.6,9.0,21.5
28/11/2021,45.0,N/A,35.9,N/A,17.8,32.5,41.6
29/11/2021,70.3,N/A,54.3,N/A,45.9,79.8,142.5
30/11/2021,58.8,N/A,60.2,66.7,57.0,41.6,73.9
01/12/2021,20.2,N/A,25.3,17.5,20.5,10.6,25.9
02/12/2021,35.0,N/A,25.4,32.2,16.0,8.7,26.5
03/12/2021,32.1,N/A,20.8,N/A,15.0,8.8,24.9
04/12/2021,47.6,35.3,35.8,26.3,21.5,20.7,31.3
05/12/2021,54.8,35.4,40.6,39.4,21.6,20.6,29.7
06/12/2021,34.4,33.2,39.2,40.7,15.2,13.3,22.6
07/12/2021,40.1,49.5,51.1,49.1,42.9,35.2,42.0
08/12/2021,30.3,32.0,19.9,N/A,N/A,N/A,N/A
09/12/2021,39.3,27.2,31.9,N/A,13.8,9.3,32.8
10/12/2021,38.2,34.7,31.5,21.0,14.6,11.9,38.6
11/12/2021,51.7,53.0,46.2,31.1,27.1,26.0,67.7
12/12/2021,59.2,77.5,59.7,49.8,43.3,46.4,82.2
13/12/2021,66.5,102.6,74.0,56.8,51.8,59.3,93.1
14/12/2021,58.2,68.2,56.5,52.3,43.5,43.8,27.6
15/12/2021,28.3,24.7,18.5,N/A,N/A,3.4,23.7
16/12/2021,54.9,29.2,N/A,N/A,N/A,5.9,21.2
17/12/2021,47.6,21.2,28.6,37.7,N/A,7.9,14.7
18/12/2021,33.9,26.5,28.1,N/A,N/A,7.4,16.4
19/12/2021,24.9,12.9,13.0,N/A,N/A,5.0,16.2
20/12/2021,21.2,12.7,19.9,N/A,N/A,4.6,12.5
21/12/2021,24.5,21.6,18.5,16.0,N/A,5.5,20.2
22/12/2021,41.5,33.5,29.1,N/A,N/A,8.0,31.7
23/12/2021,38.9,35.4,25.9,27.2,N/A,9.4,23.9
24/12/2021,53.1,35.7,38.2,43.1,N/A,9.3,22.7
25/12/2021,52.6,32.4,38.1,39.2,N/A,6.2,23.5
26/12/2021,48.8,23.9,27.1,18.4,N/A,7.3,20.0
27/12/2021,49.5,41.1,37.9,40.8,N/A,5.0,29.1
28/12/2021,65.5,41.7,42.4,39.0,20.4,17.7,42.2
29/12/2021,62.0,40.7,46.5,45.4,24.3,22.2,32.2
30/12/2021,27.8,N/A,24.7,N/A,N/A,N/A,19.2
31/12/2021,N/A,25.9,38.5,34.3,N/A,N/A,16.6
01/01/2022,78.2,53.5,53.3,36.1,35.0,37.4,38.2
02/01/2022,53.4,52.3,42.6,37.6,30.4,29.6,35.6
03/01/2022,37.3,27.5,24.1,20.8,N/A,7.5,23.5
04/01/2022,49.2,25.0,32.8,28.1,N/A,6.5,16.9
05/01/2022,43.2,30.4,28.7,30.0,N/A,6.6,26.0
06/01/2022,36.0,22.3,24.9,N/A,N/A,6.1,22.7
07/01/2022,49.4,N/A,45.2,35.2,24.4,12.7,26.6
08/01/2022,56.4,N/A,57.4,N/A,28.6,20.9,28.4
09/01/2022,48.5,35.2,34.3,N/A,26.2,19.4,37.4
10/01/2022,32.6,65.2,77.9,90.3,78.1,N/A,67.5
11/01/2022,60.9,78.4,69.9,65.8,76.0,44.2,85.8
12/01/2022,61.7,N/A,53.1,51.6,49.5,41.8,81.7
13/01/2022,28.1,20.5,16.6,N/A,9.5,8.2,18.3
14/01/2022,47.5,35.2,28.3,N/A,N/A,7.9,34.2
15/01/2022,30.4,23.2,18.8,16.4,N/A,7.1,22.8
16/01/2022,22.3,16.6,13.6,12.4,N/A,9.7,23.7
17/01/2022,36.5,20.0,22.1,18.6,8.9,6.4,23.0
18/01/2022,28.0,N/A,13.5,N/A,9.5,5.7,18.7
19/01/2022,19.5,N/A,14.3,N/A,6.5,4.9,32.1
20/01/2022,36.3,N/A,29.9,41.8,N/A,5.0,20.4
21/01/2022,60.2,37.3,38.0,52.2,N/A,7.3,25.9
22/01/2022,48.2,20.1,26.5,24.5,N/A,3.4,13.6
23/01/2022,15.4,16.6,12.1,14.0,N/A,N/A,22.2
24/01/2022,36.9,25.5,27.9,42.6,N/A,N/A,24.8
25/01/2022,15.6,14.3,16.4,19.8,N/A,3.4,14.4
26/01/2022,32.5,18.4,21.6,21.7,N/A,5.3,17.0
27/01/2022,32.2,19.9,24.5,31.5,12.8,8.0,21.9
28/01/2022,46.8,31.3,27.9,41.0,12.3,7.1,22.2
29/01/2022,25.9,33.0,29.9,45.1,12.1,9.0,25.5
30/01/2022,21.4,21.6,24.8,31.2,8.4,5.2,11.1
31/01/2022,27.7,24.2,20.0,22.1,9.5,6.3,22.4
01/02/2022,62.1,32.8,25.3,29.0,N/A,4.8,20.3
02/02/2022,35.3,33.0,45.4,31.7,N/A,9.6,26.3
03/02/2022,47.3,45.4,45.6,44.0,N/A,N/A,31.8
04/02/2022,26.7,19.8,17.2,20.8,N/A,N/A,17.0
05/02/2022,46.8,25.4,24.1,27.0,N/A,7.7,N/A
06/02/2022,45.4,29.7,23.9,26.2,N/A,7.8,N/A
07/02/2022,38.0,31.2,25.1,28.9,N/A,10.3,N/A
08/02/2022,38.5,46.2,29.8,28.0,N/A,14.6,31.1
09/02/2022,22.0,N/A,16.3,16.7,N/A,7.3,18.8
10/02/2022,24.1,N/A,16.6,18.8,N/A,4.7,20.5
11/02/2022,45.8,31.1,28.4,37.4,N/A,8.4,32.2
12/02/2022,40.8,29.8,26.1,27.8,N/A,7.1,23.4
13/02/2022,31.7,23.6,22.0,27.0,N/A,8.8,15.6
14/02/2022,38.8,29.7,32.0,29.9,N/A,N/A,22.2
15/02/2022,65.4,39.9,43.3,46.3,23.4,24.6,46.0
16/02/2022,57.3,42.7,46.1,49.4,N/A,22.6,39.8
17/02/2022,74.8,43.0,46.2,55.8,23.1,18.6,37.3
18/02/2022,57.0,45.5,40.9,51.6,23.5,19.3,33.2
19/02/2022,53.1,45.9,42.4,48.2,25.9,25.1,29.0
20/02/2022,22.7,29.1,25.1,21.2,23.8,11.6,16.0
21/02/2022,32.3,28.2,26.1,23.2,17.0,15.1,21.5
22/02/2022,34.5,33.4,25.9,30.4,17.2,13.2,25.9
23/02/2022,35.4,43.1,48.2,30.7,22.8,20.2,25.9
24/02/2022,46.7,34.9,44.4,41.8,27.6,N/A,26.0
25/02/2022,25.4,14.6,15.5,16.8,8.2,N/A,12.2
26/02/2022,23.0,20.8,15.9,16.5,15.2,8.5,20.9
27/02/2022,26.1,22.2,23.3,21.9,14.5,12.3,22.2
28/02/2022,31.0,26.9,20.7,23.3,13.3,11.8,20.6
01/03/2022,33.2,25.5,23.8,29.0,21.8,14.8,17.2
02/03/2022,26.3,32.3,23.2,16.6,16.1,13.5,21.2
03/03/2022,24.7,28.0,23.6,21.9,35.4,12.1,28.0
04/03/2022,28.3,27.2,25.5,24.3,31.6,13.3,21.8
05/03/2022,27.0,24.0,26.5,28.3,N/A,7.3,23.2
06/03/2022,33.0,33.3,22.7,22.7,N/A,12.4,23.5
07/03/2022,34.9,29.4,23.1,29.8,N/A,17.7,25.6
08/03/2022,35.0,22.3,22.9,24.5,N/A,12.7,17.4
09/03/2022,23.0,18.5,19.5,16.5,19.9,8.6,10.8
10/03/2022,18.7,15.0,9.5,12.4,10.7,4.3,N/A
11/03/2022,17.9,16.6,15.4,11.8,14.6,7.1,20.8
12/03/2022,17.2,13.6,15.5,18.4,8.7,6.5,13.5
13/03/2022,19.5,14.0,10.2,11.9,10.4,5.4,15.1
14/03/2022,27.4,21.6,15.8,17.3,12.5,6.7,N/A
15/03/2022,21.9,20.3,17.8,17.6,10.0,8.2,15.9
16/03/2022,39.1,23.8,18.1,26.3,15.3,10.0,22.4
17/03/2022,42.0,22.8,32.9,29.4,14.3,9.7,15.4
18/03/2022,28.4,27.5,26.4,20.3,12.3,13.6,21.8
19/03/2022,24.5,21.2,20.2,17.9,13.8,13.8,18.4
20/03/2022,19.7,14.2,15.3,15.0,8.6,8.6,10.0
21/03/2022,35.1,25.1,21.8,21.2,10.6,9.0,N/A
22/03/2022,32.6,N/A,25.9,23.5,11.3,13.0,17.0
23/03/2022,38.8,N/A,20.7,24.6,5.8,4.8,20.2
24/03/2022,41.2,22.1,24.1,21.9,9.7,9.1,20.6
25/03/2022,19.6,26.4,20.5,21.1,14.7,10.2,22.0
26/03/2022,36.4,32.4,31.3,29.1,22.5,25.2,32.2
27/03/2022,29.3,25.8,25.4,20.0,18.0,18.0,21.6
28/03/2022,38.1,28.7,28.7,27.0,14.1,14.6,31.3
29/03/2022,51.2,43.6,39.2,29.9,16.0,N/A,34.6
30/03/2022,51.0,42.1,41.6,38.6,24.3,26.1,39.6
31/03/2022,57.9,50.2,46.7,40.1,29.0,34.6,46.8
01/04/2022,63.7,58.6,60.9,47.8,36.1,45.6,50.6
02/04/2022,78.0,59.8,70.4,62.9,46.3,46.9,55.1
03/04/2022,184.5,106.3,104.7,109.1,67.9,168.9,216.1
04/04/2022,193.7,154.7,165.1,167.1,113.2,133.6,180.8
05/04/2022,155.8,146.9,157.6,143.9,118.9,88.7,126.1
06/04/2022,143.2,N/A,140.5,128.5,105.3,100.8,120.9
07/04/2022,115.0,108.1,98.1,100.9,79.6,102.8,101.9
08/04/2022,87.0,92.6,88.0,90.5,79.7,76.5,78.7
09/04/2022,40.1,29.6,34.2,30.4,28.3,20.8,N/A
10/04/2022,26.9,29.6,28.1,28.5,25.9,15.7,N/A
11/04/2022,33.2,33.3,34.4,35.8,25.9,14.4,N/A
12/04/2022,24.7,24.6,23.1,17.6,19.6,13.0,28.6
13/04/2022,30.7,N/A,20.1,20.7,12.0,11.8,22.6
14/04/2022,30.7,23.3,27.0,21.6,14.1,12.3,22.4
15/04/2022,23.9,36.5,23.8,22.1,21.6,13.2,21.9
16/04/2022,26.7,24.8,26.1,19.6,16.1,12.3,25.4
17/04/2022,36.1,29.8,36.5,26.3,18.1,19.2,41.3
18/04/2022,84.6,84.8,82.8,60.7,64.7,93.3,88.3
19/04/2022,43.6,45.9,58.0,49.1,47.5,32.5,45.0
20/04/2022,22.1,18.9,21.3,21.1,17.3,10.4,18.3
21/04/2022,22.9,23.6,19.6,20.1,17.8,10.7,20.4
22/04/2022,28.2,N/A,23.5,N/A,20.8,13.5,24.9
23/04/2022,37.0,N/A,41.8,N/A,27.4,18.7,27.0
24/04/2022,33.3,41.4,34.9,N/A,42.5,26.4,27.9
25/04/2022,44.9,43.5,38.2,N/A,33.5,33.5,36.5
26/04/2022,58.4,41.2,50.9,N/A,33.3,37.8,43.6
27/04/2022,50.2,45.8,64.1,N/A,34.2,33.1,44.3
28/04/2022,43.7,42.4,48.3,51.7,31.8,32.0,46.4
29/04/2022,51.0,N/A,44.3,38.6,32.8,35.6,49.0
30/04/2022,103.4,N/A,114.8,82.1,94.0,96.4,75.1
01/05/2022,39.2,45.7,48.3,53.4,N/A,36.3,51.6
02/05/2022,47.2,49.0,46.7,45.0,N/A,36.6,47.4
03/05/2022,42.8,56.7,45.5,35.0,N/A,60.1,49.4
04/05/2022,65.8,57.5,56.7,57.1,N/A,66.8,45.3
